Topic	Doc_ID	Title	words
9	670	A Generalized Graph Regularized Non-Negative Tucker Decomposition Framework for Tensor Data Representation.	learning network image deep neural
24	671	Progestin Significantly Inhibits Carcinogenesis in the Mogp-TAg Transgenic Mouse Model of Fallopian Tube Cancer.	cell cells cancer tumor survival
17	672	Effectiveness of and Access to Medications for Opioid Use Disorder for Adolescents and Young Adults: A Scoping Review.	opioid alcohol use cud oud
-1	673	Correlation between anxiety and chronic motion sensitivity.	health care study research used
23	674	Left Ventricular End-Diastolic Dimension and Clinical Outcomes After Centrifugal Flow Left Ventricular Assist Device Implantation.	pulmonary heart ventricular af ecmo
15	675	Daily associations between modifiable sleep behaviors and nighttime sleep among young adult drinkers with insomnia.	sleep osa apnea cbt insomnia
38	676	Creating Brave Spaces: Social Justice and Social Emotional Learning in Language Learner Classrooms	students chapter jats education student
24	677	Perturbed hematopoiesis in individuals with germline DNMT3A overgrowth Tatton-Brown-Rahman syndrome.	cell cells cancer tumor survival
28	678	Lack of Displacement of the Fibula is NOT Confirmation of Ankle Stability in SE Pattern Ankle Fractures.	fracture fractures fixation trauma injuries
37	679	Learners With Disabilities: An Important Component of Diversity, Equity, and Inclusion in Medical Education.	medical education nursing students simulation
-1	680	Gut Microbiota-targeted Interventions for Reducing the Incidence, Duration, and Severity of Respiratory Tract Infections in Healthy Non-elderly Adults.	health care study research used
9	681	Lossless Compression of Bilevel ROI Maps of Hyperspectral Images Using Optimization Algorithms	learning network image deep neural
24	682	Allele-specific recombinase polymerase amplification for real-time detection of sickle cell anaemia in low-resource settings: evaluation of an isothermal nucleic acid amplification test to detect the βS globin point mutation in paediatric patients	cell cells cancer tumor survival
23	683	Noninvasive Imaging in Interventional Cardiology: Hypoplastic Left Heart Syndrome.	pulmonary heart ventricular af ecmo
-1	684	Diagnostic Error: Why Now?	health care study research used
6	685	Exergy analysis of two indirect evaporative cooling experimental prototypes	numerical heat boundary order flow
-1	686	Staphylococcal Enterotoxin Superantigens Induce Prophylactic Antiviral Activity Against Encephalomyocarditis Virus In Vivo and In Vitro.	health care study research used
-1	687	Unraveling porogenesis in nitrogen rich K+-activated carbons	health care study research used
-1	688	The Absence of Attrition in a War of Attrition under Complete Information	health care study research used
14	689	Neuro-Informed Learning: The Next Frontier	brain neurofeedback eeg functional tms
33	690	A Framework for Analyzing Influencer Marketing in Social Networks: Selection and Scheduling of Influencers	privacy trust media influence marketing
38	691	Advances in Religious and Cultural Studies - Reconstructing Reading for Students of Color: Engaging Reading Instructions	students chapter jats education student
-1	692	Solving the Negative Earnings Dilemma of Multistage Bidding in Public Construction and Infrastructure Projects: A Game Theory–Based Approach	health care study research used
7	693	Investigation of Climate Change Impacts on Early-Age Cracking of Jointed Plain Concrete Pavements in Canada	concrete asphalt seismic soil masonry
0	694	Compactness of commutator of Riesz transforms in the two weight setting	prove theorem vertex algebra graphs
-1	695	From Traditional Research to Responsible Research: The Necessity of Scientific Freedom and Scientific Responsibility for Better Societies	health care study research used
-1	696	Deep neural network modeling of unknown partial differential equations in nodal space	health care study research used
3	697	Fungicide Physical Mode of Action: Impacts on Suppression of Hop Powdery Mildew.	plant plants species isolates cultivars
21	698	Game-theoretic analysis of market-based operation mechanism for demand response resources	power energy load voltage proposed
36	699	Factors that drive the perceived success of franchises in South Africa	innovation firm firms organizational entrepreneurs
23	700	Administration of Venous Thromboembolism Chemoprophylaxis Within 12 Hours of Pelvic and Acetabular Surgery Has No Effect on Estimated Blood Loss, Perioperative Change in Hemoglobin, or Need for Transfusion.	pulmonary heart ventricular af ecmo
-1	701	Friction Velocity estimation using a 2D Sonic Anemometer in Coastal Zones	health care study research used
13	702	Construction and validation of a preterm birth risk assessment model using fuzzy analytic hierarchy process.	fetal ultrasound placenta pas placental
24	703	Cryptic solvation dynamics of potential antineoplastic Azapodophyllotoxin: Short and long range charge transfer and distinct H-bonding motifs demystify its swinging emissive behaviour	cell cells cancer tumor survival
22	704	HIV-1 Treatment Failure, Drug Resistance and Clinical Outcomes in Perinatally-Infected Children and Adolescents Failing 1st-Line Antiretroviral Therapy in Western Kenya.	hiv art msm adolescent bdnf
16	705	Association between exposure to air pollution and late-life neurodegenerative disorders: An umbrella review	pd ad cognitive alzheimer brain
25	706	Asymptotic Trajectory Tracking of Autonomous Bicycles via Backstepping and Optimal Control	control optimization optimal problem tracking
30	707	Kokkos 3: Programming Model Extensions for the Exascale Era	security privacy computing attacks communication
-1	708	Ambient ion focusing for paper spray ionisation	health care study research used
9	709	Facial landmark points detection using knowledge distillation-based neural networks	learning network image deep neural
-1	710	The Collagens DPY-17 and SQT-3 Direct Anterior-Posterior Migration of the Q Neuroblasts in C. elegans.	health care study research used
-1	711	Association between Drainage-Dependent Prolonged Air Leak after Partial Lung Resection and Clinical Outcomes: A Prospective Cohort Study.	health care study research used
-1	712	Epigallocatechin gallate alters leukotoxin secretion and Aggregatibacter actinomycetemcomitans virulence.	health care study research used
-1	713	Guidelines for the provision of nutrition support therapy in the adult critically Ill patient: American society for parenteral and enteral nutrition	health care study research used
21	714	Wind and solar generation may reduce the inter-annual variability of peak residual load in certain electricity systems	power energy load voltage proposed
17	715	Screening for and Management of Opioid Use Disorder in Older Adults in Primary Care.	opioid alcohol use cud oud
5	716	A mechanism for formation of the western North Pacific monsoon trough: nonlinear upscale cascade	surface italic satellite ocean observations
31	717	Analyzing Change in Business Activity before, during, and after Autonomous Shuttle Bus Service in the Old Las Vegas Downtown Area	transit traffic vehicle travel transportation
-1	718	Assessment of Availability, Clinical Testing, and US Food and Drug Administration Review of Biosimilar Biologic Products	health care study research used
5	719	Great lakes urban pocket-beach dynamics: A GIS-based analysis of infrastructure-design influences on geomorphic development	surface italic satellite ocean observations
24	720	Results from a First-in-Human Phase I Study of Siremadlin (HDM201) in Patients with Advanced Wild-Type TP53 Solid Tumors and Acute Leukemia.	cell cells cancer tumor survival
-1	721	Investigation of Mask Efficiency for Loose-fitting Masks against Ultrafine Particles and Effect on Airway Deposition Efficiency	health care study research used
13	722	Evaluation of classic and novel ultrasound signs of placenta accreta spectrum.	fetal ultrasound placenta pas placental
-1	723	Advances in prediction of tokamak experiments with theory-based models	health care study research used
23	724	Effect of dihydropyridine calcium channel blockers on blood pressure variability in the SPRINT trial: a treatment effects approach.	pulmonary heart ventricular af ecmo
35	725	Fiscal and Monetary Stabilization Policy at the Zero Lower Bound: Consequences of Limited Foresight	financial banks monetary debt stock
3	726	First report of cucurbit yellow stunting disorder virus and cucurbit chlorotic yellows virus in cucurbit crops in Alabama.	plant plants species isolates cultivars
